Random ; erdos_renyi_100_0.05_0.2_3.txt ; 263963 ; 49 ; 44 ; 379,401057
Random ; erdos_renyi_100_0.05_0.2_4.txt ; 399469 ; 46 ; 38 ; 397,4472599
Random ; erdos_renyi_100_0.05_0.5_1.txt ; 266714 ; 32 ; 31 ; 728,7304617
Random ; erdos_renyi_100_0.05_0.5_3.txt ; 621208 ; 32 ; 28 ; 681,4326493
Random ; erdos_renyi_100_0.05_0.8_0.txt ; 32829 ; 14 ; 14 ; 1219,0069635
Random ; erdos_renyi_100_0.05_0.8_3.txt ; 527111 ; 13 ; 13 ; 1194,967769
Random ; erdos_renyi_100_0.06_0.2_3.txt ; 194495 ; 52 ; 50 ; 351,5616192
Random ; erdos_renyi_100_0.06_0.2_4.txt ; 18070 ; 55 ; 50 ; 337,1824984
Random ; erdos_renyi_100_0.06_0.5_3.txt ; 14248 ; 38 ; 38 ; 716,3047295
Random ; erdos_renyi_100_0.07_0.2_1.txt ; 37206 ; 58 ; 57 ; 322,4405681
Random ; erdos_renyi_100_0.07_0.2_4.txt ; 227938 ; 54 ; 51 ; 335,8009318
Random ; erdos_renyi_100_0.07_0.5_0.txt ; 643142 ; 41 ; 41 ; 795,6007833
Random ; erdos_renyi_100_0.07_0.5_2.txt ; 118358 ; 41 ; 38 ; 753,0054145
Random ; erdos_renyi_100_0.07_0.8_0.txt ; 1117808 ; 16 ; 16 ; 1521,2752711
Random ; erdos_renyi_100_0.07_0.8_4.txt ; 33327 ; 17 ; 17 ; 1587,3784386
Random ; erdos_renyi_100_0.08_0.5_3.txt ; 4106 ; 44 ; 43 ; 891,1001201
Random ; erdos_renyi_100_0.08_0.5_4.txt ; 460205 ; 42 ; 41 ; 853,3325603
Random ; erdos_renyi_100_0.08_0.8_2.txt ; 1632118 ; 17 ; 17 ; 1805,1293692
Random ; erdos_renyi_100_0.08_0.8_4.txt ; 26341 ; 18 ; 18 ; 1808,4995496
Random ; erdos_renyi_100_0.09_0.2_1.txt ; 85287 ; 62 ; 55 ; 308,0181924
Random ; erdos_renyi_100_0.09_0.2_4.txt ; 21952 ; 63 ; 57 ; 305,591648
Random ; erdos_renyi_100_0.09_0.5_2.txt ; 55084 ; 45 ; 45 ; 970,8740304
Random ; erdos_renyi_100_0.09_0.8_1.txt ; 48077 ; 17 ; 17 ; 1812,5208561
Random ; erdos_renyi_100_0.09_0.8_2.txt ; 1012762 ; 16 ; 16 ; 1816,0654154
Random ; erdos_renyi_200_0.05_0.2_0.txt ; 20227 ; 137 ; 127 ; 1067,1716978
Random ; erdos_renyi_200_0.05_0.2_1.txt ; 5063 ; 140 ; 128 ; 1092,8302514
Random ; erdos_renyi_200_0.05_0.2_3.txt ; 76254 ; 139 ; 126 ; 1069,854782
Random ; erdos_renyi_200_0.05_0.5_0.txt ; 28128 ; 95 ; 95 ; 1808,0253155
Random ; erdos_renyi_200_0.05_0.5_4.txt ; 36899 ; 93 ; 93 ; 1808,7300385
Random ; erdos_renyi_200_0.05_0.8_3.txt ; 17775 ; 38 ; 38 ; 1860,4976907
Random ; erdos_renyi_200_0.06_0.5_1.txt ; 29009 ; 96 ; 96 ; 1839,4731234
Random ; erdos_renyi_200_0.06_0.5_2.txt ; 163842 ; 96 ; 96 ; 1810,6835016
Random ; erdos_renyi_200_0.06_0.8_1.txt ; 656 ; 39 ; 39 ; 1843,0050661
Random ; erdos_renyi_200_0.06_0.8_4.txt ; 81336 ; 38 ; 38 ; 1851,2758316
Random ; erdos_renyi_200_0.07_0.2_1.txt ; 100547 ; 148 ; 142 ; 1287,5078807
Random ; erdos_renyi_200_0.07_0.5_1.txt ; 4453 ; 97 ; 97 ; 1815,5876427
Random ; erdos_renyi_200_0.07_0.5_4.txt ; 58179 ; 96 ; 96 ; 1827,3143986
Random ; erdos_renyi_200_0.07_0.8_3.txt ; 1813 ; 39 ; 39 ; 1829,9627799
Random ; erdos_renyi_200_0.08_0.2_4.txt ; 74048 ; 151 ; 149 ; 1458,2115071
Random ; erdos_renyi_200_0.08_0.5_0.txt ; 31268 ; 98 ; 98 ; 1861,3377626
Random ; erdos_renyi_200_0.08_0.5_2.txt ; 57683 ; 97 ; 97 ; 1850,2929842
Random ; erdos_renyi_200_0.08_0.8_3.txt ; 40761 ; 39 ; 39 ; 1925,240277
Random ; erdos_renyi_200_0.08_0.8_4.txt ; 121800 ; 39 ; 39 ; 1953,5878436
Random ; erdos_renyi_200_0.09_0.2_1.txt ; 13670 ; 153 ; 147 ; 1652,9340503
Random ; erdos_renyi_200_0.09_0.5_1.txt ; 31937 ; 98 ; 98 ; 1866,7936563
Random ; erdos_renyi_200_0.09_0.8_3.txt ; 1336 ; 39 ; 39 ; 1993,4863211
