Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;0;35;0,0209392
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;1;35;0,0063106
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;2;35;0,0060336
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;3;35;0,0127249
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;4;35;0,0038193
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;5;35;0,0031309
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;6;35;0,0414403
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;7;35;0,0077109
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;8;35;0,0015035
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;9;35;0,0019613
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;10;35;0,0020965
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;11;35;0,0016284
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;12;35;0,0014009
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;13;35;0,0017789
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;14;35;0,0021
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;15;35;0,001993
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;16;35;0,0026209
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;17;35;0,001742
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;18;35;0,0016808
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;19;35;0,0018071
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;20;35;0,0017
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;21;35;0,0017084
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;22;35;0,0026664
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;23;35;0,0017329
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;24;35;0,0015746
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;25;35;0,0017522
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;26;35;0,0016751
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;27;35;0,0081607
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;28;35;0,0019276
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;29;35;0,0023432
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;30;35;0,0035979
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;31;35;0,001483
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;32;35;0,0014491
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;33;35;0,0016093
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;34;35;0,0015878
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;35;35;0,0023404
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;36;35;0,0013954
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;37;35;0,0018873
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;38;35;0,0016801
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;39;35;0,0023876
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;40;35;0,0016943
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;41;35;0,0034834
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;42;35;0,0032074
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;43;35;0,0015513
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;44;35;0,0029418
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;45;35;0,0012421
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;46;35;0,0023625
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;47;35;0,0053931
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;48;35;0,0013228
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;49;35;9,165E-4
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;50;35;0,0028013
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;51;35;0,0014051
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;52;35;0,0013465
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;53;35;8,738E-4
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;54;35;0,0013962
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;55;35;0,0019524
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;56;35;0,001327
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;57;35;0,0010691
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;58;35;0,0014102
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;59;35;0,001018
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;60;35;0,0014841
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;61;35;0,0013923
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;62;35;0,0010642
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;63;35;0,0010687
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;64;35;0,0012224
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;65;35;0,0013934
Voraz Ordenado Tras Eliminacion Tiempo;erdos_renyi_100_0.05_0.2_3.txt;66;35;0,0015916
